city,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
Bodega Bay,516,220,296,0,0,0,18,16,66,0,28,113,117,90,39,29,60.7,6,510,0,0,0,0,0,76292.0,505,435,182,0,2013
Bolinas,1133,557,576,33,44,55,36,54,82,178,101,176,119,183,31,41,52.2,84,995,54,0,0,0,0,66176.0,943,692,420,190,2013
Bonita,13609,6949,6660,657,600,853,828,964,1180,1993,1859,1106,1009,1352,887,321,44.0,6182,5161,788,153,1032,0,586,82208.0,10995,9536,3615,2536,2013
Bonsall,4074,1982,2092,154,329,159,306,216,358,623,523,221,400,469,228,88,43.3,713,2759,155,9,332,0,212,72563.0,3721,3148,1204,353,2013
Boonville,1126,691,435,30,103,62,99,103,175,110,154,76,20,74,68,52,34.7,683,426,0,17,0,0,0,36174.0,809,393,546,312,2013
Boron,2316,1026,1290,94,207,190,240,119,185,179,360,105,215,222,150,50,41.9,321,1638,280,31,26,0,40,36308.0,2112,1128,1368,198,2013
Borrego Springs,2416,1369,1047,167,78,68,138,56,327,264,212,213,134,348,259,152,53.2,827,1389,0,0,143,0,114,42230.0,2043,1284,1339,373,2013
Boulder Creek,5149,2599,2550,224,265,195,337,165,483,718,837,628,489,673,109,26,46.9,230,4667,0,0,71,0,362,77114.0,4613,3843,1293,536,2013
Boulevard,319,144,175,77,0,32,0,0,87,0,25,17,0,36,0,45,33.1,32,91,0,196,0,0,0,13021.0,123,58,89,196,2013
Boyes Hot Springs,7554,3606,3948,401,681,723,350,429,1465,1024,847,489,319,548,190,88,31.4,4024,3060,5,74,230,0,322,56074.0,5475,3936,2215,2079,2013
Bradbury,924,441,483,40,7,63,73,54,54,89,221,84,47,86,81,25,48.8,153,441,22,2,286,0,40,107917.0,821,698,231,103,2013
Bradley,110,51,59,2,12,4,9,2,11,15,24,11,0,17,0,3,43.0,4,79,5,0,0,0,44,51750.0,97,70,47,9,2013
Brawley,25191,12490,12701,2249,2080,2238,2517,1820,3114,2869,3506,1233,790,1399,1204,172,30.7,20503,3986,485,12,142,0,126,41784.0,21340,12023,11103,3740,2013
Brea,39843,19416,20427,2216,2830,2226,2694,3125,5112,5941,5485,2511,2482,2879,1558,784,38.6,10768,20191,227,41,7604,36,1914,79124.0,34914,29859,8637,4909,2013
Brentwood,52494,26307,26187,3453,4873,4462,4870,2438,4876,9023,7839,2379,2159,3462,2007,653,36.0,14130,29531,2465,48,3975,48,4524,91475.0,48823,43224,10815,3631,2013
Bridgeport,549,283,266,5,0,0,70,16,25,44,106,49,49,85,16,84,55.5,121,288,15,27,33,2,126,71667.0,493,355,258,29,2013
Brisbane,4330,2090,2240,273,166,187,175,262,551,674,709,512,271,344,132,74,42.9,959,1959,9,17,1287,0,198,78542.0,3801,3397,792,529,2013
Buellton,4862,2617,2245,221,362,224,281,394,550,678,663,553,477,272,131,56,43.0,1682,2631,108,184,147,0,204,66076.0,3893,3336,941,969,2013
Buena Park,81522,40007,41515,5136,5377,5540,6073,6682,11177,11089,12481,4913,3656,5118,3058,1222,35.5,31406,21417,3481,174,22705,691,3235,66371.0,65330,48764,22281,15953,2013
Burbank,103850,49295,54555,5727,5579,5916,5588,5815,17212,16679,15684,6167,5004,7178,5007,2294,38.6,26785,59291,1675,158,11995,38,7299,66240.0,87841,72311,22891,15651,2013
Burbank,5704,3078,2626,314,190,411,286,290,1302,1020,788,432,375,232,61,3,35.9,2892,1851,65,0,713,0,366,61883.0,4650,3905,1007,1054,2013
Burlingame,29237,14445,14792,2047,1955,1647,1237,1345,3634,5360,4788,1708,1689,1852,1256,719,39.9,4013,17492,236,80,5965,76,2583,84854.0,26787,24620,5000,1989,2013
Burney,2998,1324,1674,118,243,164,184,240,234,361,433,199,199,453,136,34,44.0,76,2659,53,61,13,12,248,37069.0,2562,1372,1691,436,2013
Burnt Ranch,233,125,108,11,0,11,3,12,9,12,41,53,14,33,23,11,57.1,2,223,0,0,0,0,16,51875.0,207,139,127,26,2013
Buttonwillow,1379,724,655,114,148,186,116,51,168,180,166,29,95,90,27,9,31.2,978,302,78,0,1,0,40,34732.0,1085,567,609,289,2013
Byron,1233,659,574,89,216,77,173,4,185,134,151,60,12,37,95,0,29.8,368,807,53,0,5,0,0,63864.0,1002,744,422,133,2013
Cabazon,2699,1397,1302,416,118,401,160,66,481,241,356,162,146,64,75,13,30.2,1511,900,49,184,0,24,62,33333.0,1972,983,1125,713,2013
Calabasas,23629,11321,12308,872,1745,2014,1903,947,1918,3152,4144,2149,1456,2031,974,324,43.3,1707,18157,698,45,1901,8,2226,124583.0,22035,20204,4307,1585,2013
Calexico,38768,18192,20576,3331,3293,3177,3442,3165,4193,4910,4301,2524,1909,2337,1515,671,31.7,37648,521,54,5,537,0,6,36236.0,28298,14641,15224,10456,2013
California City,13333,6804,6529,705,803,830,957,1070,1933,1367,2298,800,999,1094,433,44,37.3,3646,7004,1832,11,428,0,747,51131.0,10527,6470,5574,1965,2013
Calimesa,8021,3971,4050,310,203,611,516,431,620,760,894,808,588,1029,987,264,52.1,1591,6079,27,50,71,0,406,44034.0,6815,4927,3199,1196,2013
Calipatria,7574,4459,3115,583,561,776,482,562,1277,1207,749,483,174,292,192,236,30.6,6303,530,540,87,43,8,122,33893.0,5050,2557,2700,998,2013
Calistoga,5204,2773,2431,444,276,273,188,167,499,769,897,344,322,575,301,149,44.9,2088,2994,41,0,25,29,27,55895.0,4110,3357,1412,1052,2013
Calpella,485,229,256,45,31,63,49,20,61,64,56,23,52,21,0,0,34.2,101,306,41,0,37,0,0,50484.0,462,324,159,23,2013
Camarillo,65476,31980,33496,3985,4038,4501,4215,3673,8066,8467,9650,4277,3453,5287,3709,2155,40.2,16653,38940,1269,40,6603,53,3836,86287.0,57806,50464,16260,6876,2013
Cambria,6150,2932,3218,175,311,221,225,229,422,591,604,415,836,1230,634,257,58.8,1388,4561,2,0,80,0,238,60581.0,5404,4289,2818,746,2013
Cameron Park,18258,8883,9375,997,1180,1550,1231,670,2005,2222,2898,1394,1118,1619,897,477,41.4,2557,14792,48,13,396,0,898,74266.0,17192,15050,4902,1056,2013
Camino,1861,958,903,85,146,101,165,79,139,180,311,179,130,242,95,9,46.7,36,1799,5,0,8,0,26,68980.0,1711,1503,565,150,2013
Campbell,39856,19891,19965,2613,2235,1760,2202,2571,7261,6120,6536,2333,1804,2117,1527,777,37.0,6775,24002,575,97,6371,53,3751,88300.0,35500,31338,7817,4161,2013
Campo,3229,1717,1512,374,195,26,478,251,406,319,302,350,208,223,82,15,33.4,720,2295,90,49,70,0,10,50245.0,2554,1780,1006,408,2013
Camp Pendleton North,6330,4089,2241,1098,390,242,574,2523,1073,330,71,12,0,14,3,0,21.3,1365,3600,709,27,269,92,531,41329.0,3092,3026,99,0,2013
Canby,570,267,303,8,19,20,52,22,72,127,63,43,43,65,21,15,41.9,80,370,66,32,0,0,44,45455.0,402,186,227,65,2013
Cantua Creek,394,205,189,19,63,18,48,10,55,26,91,29,8,27,0,0,34.3,394,0,0,0,0,0,0,30698.0,261,11,250,133,2013
Canyon Lake,10712,5268,5444,629,793,777,504,501,1272,1454,1763,656,643,903,654,163,41.4,1586,8864,85,15,114,14,68,72956.0,9511,8267,2436,1201,2013
Capitola,9982,5161,4821,587,416,577,712,804,1052,1317,1453,846,801,558,655,204,41.5,2211,6743,247,87,323,0,742,54064.0,7917,6524,2397,1911,2013
Carlsbad,107307,53419,53888,6169,7031,7306,5940,5233,12132,16402,17073,8186,6207,7693,5439,2496,41.1,14212,80721,1350,79,7966,97,5625,83908.0,95499,85796,21104,10374,2013
Carmel Valley Village,4325,2022,2303,143,71,387,422,153,288,426,612,478,617,401,226,101,50.4,273,3739,0,0,130,0,366,92500.0,3956,3542,978,354,2013
Carmichael,61659,29826,31833,3609,3100,3278,4072,3822,7297,7680,9211,4319,4337,5392,3347,2195,42.5,6587,46050,3115,466,2560,352,4989,54101.0,53234,41578,20684,7942,2013
Carpinteria,13184,6487,6697,595,623,666,937,898,1894,1518,1977,1014,815,1168,717,362,41.7,5923,6695,18,52,295,0,383,68375.0,10363,8382,3711,2818,2013
Carson,91994,44969,47025,5466,5112,6103,6700,7418,12444,11306,13842,5143,5460,7646,4243,1111,37.3,36472,6307,18332,227,23662,1951,9975,72235.0,76513,57196,26943,15371,2013
Caruthers,3481,1686,1795,316,344,213,492,530,247,365,455,262,114,129,0,14,23.3,2798,360,56,76,58,0,266,49572.0,2584,1296,1519,897,2013
Caspar,460,215,245,0,34,15,14,12,108,32,40,62,26,32,49,36,45.4,1,406,0,42,0,0,22,39833.0,420,357,216,40,2013
Castaic,18415,9674,8741,821,1408,2029,1840,1189,1674,2963,3618,1124,631,690,251,177,35.9,5231,10282,425,15,1551,57,1692,103811.0,16338,14796,2365,2053,2013
Castro Valley,61637,30131,31506,4107,3225,4188,4309,3060,7086,8103,10335,4636,4258,4171,2506,1653,41.3,10400,29928,4122,112,14363,442,4299,83211.0,55360,47889,14097,5435,2013
Castroville,5967,3111,2856,675,430,494,651,607,960,641,615,194,210,367,81,42,26.7,5529,213,0,32,122,33,76,53580.0,4392,2389,2370,1575,2013
Cathedral City,51942,26500,25442,3841,3581,4203,4183,3831,6607,6600,7084,2682,2277,3990,2221,842,34.5,31182,16071,1196,153,2693,37,1219,44406.0,36825,22936,18443,15077,2013
Catheys Valley,848,409,439,27,24,18,16,14,84,31,188,131,49,146,107,13,55.3,73,706,0,0,0,0,138,57857.0,806,567,508,42,2013
Cayucos,2475,1249,1226,79,73,12,68,161,116,166,334,259,382,361,295,169,59.4,285,2074,0,22,62,0,64,58971.0,2102,1764,1032,373,2013
Cedarville,437,223,214,21,8,20,22,2,21,44,85,37,46,62,41,28,54.7,42,386,0,6,3,0,0,38424.0,340,250,178,86,2013
Ceres,46022,22355,23667,3882,3470,4130,3842,3661,7016,6075,5470,2156,2162,2231,1477,450,30.6,26059,15021,680,443,2578,283,1897,47306.0,37435,23443,17363,7959,2013
Cerritos,49345,23538,25807,1837,2798,3225,3595,3095,4938,6409,7288,3593,3801,5296,2412,1058,43.4,5901,7782,3539,127,29960,175,3389,89594.0,43130,36682,11420,6169,2013
Cherry Valley,6012,2911,3101,99,282,209,279,275,529,505,813,592,453,1113,616,247,55.2,1316,4370,50,45,154,0,141,54929.0,4917,3475,2539,1035,2013
Chester,1908,1039,869,90,54,197,110,21,170,148,285,234,82,349,131,37,48.7,62,1845,1,0,0,0,0,40331.0,1619,1140,1012,266,2013
Chico,86833,42033,44800,5194,4603,4191,8281,14828,13175,9360,9345,4837,3849,4493,3088,1589,29.3,14270,63172,1530,438,3578,126,7374,43372.0,71883,55587,24341,14251,2013
Chino,79342,41439,37903,5360,5059,4992,5970,6393,13112,11574,11964,4455,3801,4124,1946,592,34.0,41913,20645,3828,418,9322,117,5982,71466.0,58800,47243,15110,12479,2013
Chino Hills,75551,37240,38311,4468,4489,6775,6017,6373,8040,10889,13561,5606,3779,3235,1682,637,36.7,22914,24455,2635,143,22970,99,4400,96497.0,65364,58164,10741,10072,2013
Chowchilla,18296,6370,11926,802,906,1112,1057,1274,3446,3068,3115,1002,737,1088,523,166,36.4,6669,8085,2152,230,336,517,614,37466.0,9826,5411,5363,2391,2013
Chualar,1237,664,573,61,128,116,114,118,207,135,192,35,43,58,23,7,28.2,1142,61,8,16,7,0,6,64167.0,885,562,356,352,2013
Chula Vista,248048,119655,128393,17457,19490,18719,20582,17844,34834,34779,34670,13210,10874,13590,8356,3643,33.7,145077,50114,10345,544,34409,811,13228,64801.0,200515,158392,60694,43177,2013
Citrus Heights,84218,40482,43736,5076,5033,5065,5518,6317,12733,10685,12473,5647,4071,6364,3729,1507,37.0,14915,61001,2086,871,2377,349,5114,52183.0,70409,54654,26670,13369,2013
Claremont,35252,16641,18611,1368,2038,2236,4615,3093,3037,3854,4480,2249,2271,2891,1995,1125,39.4,7888,19259,1665,106,5120,20,2357,87324.0,32650,27766,8498,2289,2013
Clarksburg,458,231,227,6,33,27,8,0,89,24,66,59,30,46,41,29,51.8,67,318,0,0,0,73,0,56979.0,379,379,103,79,2013
Clayton,11137,5679,5458,521,621,884,1148,418,862,1044,2430,675,743,1181,418,192,45.3,894,8914,208,33,693,22,695,127159.0,10849,10125,2263,288,2013
Clearlake,15127,7633,7494,849,855,790,1290,1173,1485,1765,2347,1074,1189,1329,647,334,40.9,3159,9818,1031,333,156,48,1035,25061.0,11725,4859,8546,3315,2013
Clearlake Oaks,1456,731,725,66,0,55,67,28,61,182,277,132,122,240,178,48,54.9,39,1242,87,31,0,0,97,28898.0,1151,804,823,305,2013
Cloverdale,8626,3985,4641,734,473,601,486,334,1167,1070,1331,689,431,613,492,205,38.7,2879,5020,10,202,389,0,252,58294.0,7590,6065,2660,1003,2013
Clovis,97100,46496,50604,6609,7607,7726,8224,7566,11973,12852,13415,5562,4728,5932,3368,1538,33.9,25252,55623,2887,838,9731,185,4854,65260.0,84024,68245,25943,12628,2013
Coachella,41625,20982,20643,4089,4317,5042,4148,2880,7127,5724,4080,1393,805,1266,551,203,25.5,40453,666,328,48,23,15,174,40965.0,27014,12598,15147,14611,2013
Coalinga,16609,9409,7200,1203,1242,1081,1273,1638,2526,2330,2459,852,804,678,402,121,32.4,8846,5958,949,157,379,29,573,46500.0,11993,7981,4900,2094,2013
Coarsegold,1185,524,661,10,11,2,93,39,83,68,203,101,202,192,169,12,58.8,50,1085,0,0,0,0,100,32277.0,960,633,467,225,2013
Cobb,1454,739,715,133,80,167,59,79,167,92,210,103,196,160,0,8,38.4,189,1177,0,0,63,0,50,70847.0,1252,937,441,202,2013
Coleville,335,211,124,107,0,0,0,35,169,0,24,0,0,0,0,0,25.6,138,197,0,0,0,0,0,47404.0,268,268,0,26,2013
Colfax,2183,1056,1127,114,132,110,113,276,230,245,451,198,113,86,95,20,40.4,93,2035,0,9,17,0,58,47175.0,1822,1433,636,361,2013
Colma,1745,793,952,147,71,101,95,205,405,156,274,74,61,108,41,7,31.6,889,146,23,0,630,0,114,87060.0,1544,1107,528,201,2013
Colton,52650,26539,26111,4716,4730,4521,4868,5303,8186,6223,6218,2413,1863,2037,996,576,27.9,38859,6731,4353,230,1891,63,1003,39604.0,38563,22094,18971,13905,2013
Columbia,2309,1199,1110,162,85,107,254,135,146,259,226,207,216,346,135,31,45.4,268,1662,2,54,9,44,540,42857.0,2061,1522,1054,248,2013
Colusa,5956,3179,2777,450,484,421,408,385,873,766,753,250,339,450,324,53,34.4,3318,2360,56,62,86,7,134,49487.0,4806,3224,2308,1057,2013
Commerce,12896,6504,6392,836,1163,856,1237,1051,1726,1848,1497,788,536,735,364,259,32.4,12414,213,69,10,120,15,89,48729.0,9354,5441,4610,3338,2013
Compton,97040,47108,49932,8972,8701,9066,9254,8657,13792,12409,11527,4120,3132,4235,2368,807,27.6,65303,1114,28550,168,364,291,2236,42953.0,70928,33726,41673,25993,2013
Concord,123658,62025,61633,9185,7799,6728,7509,7735,19102,17596,18921,7467,6647,8241,4684,2044,37.1,36438,61532,4639,449,14201,868,10609,65798.0,104638,85310,32030,18225,2013
Copperopolis,4088,2030,2058,271,450,326,144,195,592,457,368,390,247,409,231,8,36.3,320,3483,80,0,86,0,238,57347.0,3656,3181,1097,432,2013
Corcoran,24043,17641,6402,1259,1280,1009,1301,1843,4654,4930,4427,1089,924,790,392,145,36.1,15105,4731,2941,277,399,35,1066,32914.0,10181,4405,6258,2503,2013
Corning,7619,3929,3690,744,580,762,729,668,1130,860,748,377,141,490,316,74,27.0,3034,4130,99,113,95,20,256,42590.0,6346,3313,4036,1270,2013
Corona,155227,77746,77481,11212,12396,13723,13413,10944,20551,24268,22291,8352,5714,7581,3362,1420,32.6,66176,59729,7899,307,15983,1206,7377,77123.0,128965,103800,33357,25875,2013
Coronado,22710,11918,10792,964,1093,1387,1400,2199,3050,2865,2809,1594,1429,1744,1306,870,40.1,3379,17288,757,47,635,53,1098,91103.0,16989,15837,4665,1188,2013
Corralitos,2460,1382,1078,53,89,226,178,120,226,260,486,288,158,166,83,127,45.8,694,1740,0,0,26,0,0,83787.0,2200,1928,605,253,2013
Corte Madera,9326,4239,5087,532,650,669,525,284,538,1434,1656,815,637,712,707,167,45.1,775,7148,102,0,1014,0,530,107193.0,8744,7827,2307,553,2013
Costa Mesa,110871,56591,54280,7225,6626,5942,6770,8650,22333,17059,15726,6351,4490,5151,3009,1539,33.8,39018,57223,1278,183,10002,729,4726,65830.0,86061,68686,23624,24183,2013
Cotati,7304,3420,3884,410,383,459,468,850,1028,848,1289,495,357,394,280,43,36.0,938,5486,131,0,393,0,712,62849.0,6406,5163,1846,869,2013
Coto de Caza,14964,7423,7541,781,903,1574,1539,506,840,1843,3668,1062,884,848,418,98,42.6,1380,12065,205,0,980,19,603,163657.0,14549,13976,1784,415,2013
Cottonwood,3913,1870,2043,411,216,284,300,315,507,482,658,128,202,260,61,89,31.9,806,2907,28,111,0,0,122,45241.0,3252,1966,1847,661,2013
Courtland,412,212,200,20,0,0,22,12,13,104,40,70,18,25,72,16,52.8,146,254,0,0,12,0,0,59167.0,363,240,173,49,2013
Covelo,1468,758,710,94,187,89,77,117,212,128,150,31,107,152,87,37,33.2,333,652,10,413,39,0,42,26458.0,1166,419,918,296,2013
Covina,48098,23231,24867,3544,3278,3512,3588,3695,6653,6034,7504,2817,2313,2534,1871,755,34.6,26648,13491,1495,59,5255,168,1912,66726.0,40945,31001,12605,6817,2013
Crescent City,7470,5191,2279,361,276,313,355,716,1789,1113,1331,316,268,319,258,55,34.6,2072,3961,657,269,149,65,585,29700.0,3641,2305,1768,627,2013
Crescent Mills,233,86,147,10,68,22,16,0,60,37,0,0,0,10,10,0,28.0,78,155,0,0,0,0,0,31413.0,20,20,20,213,2013
Cressey,309,158,151,7,13,27,20,31,42,55,37,19,15,33,7,3,37.0,137,169,0,0,3,0,0,58333.0,248,154,127,61,2013
Crestline,9058,4707,4351,523,632,593,725,239,995,955,1358,870,606,946,488,128,44.0,1343,7200,105,30,98,0,564,48050.0,7710,5374,3566,1343,2013
Creston,94,44,50,20,0,0,0,0,0,37,11,0,0,11,0,15,40.2,0,72,0,0,0,0,44,90156.0,80,80,26,14,2013
Crockett,3121,1411,1710,238,38,126,245,137,403,334,580,301,257,260,118,84,45.5,642,2318,23,12,52,0,148,83716.0,2852,2504,806,255,2013
Crows Landing,203,75,128,23,5,5,0,32,10,16,32,0,16,27,23,14,52.6,118,85,0,0,0,0,0,29141.0,172,113,130,31,2013
Cudahy,23931,11933,11998,2256,2171,2475,2407,2207,3741,3331,2637,1043,536,718,361,48,25.8,23381,301,48,6,142,0,91,38267.0,14629,6029,9056,9289,2013
Culver City,39105,18591,20514,2003,2107,2339,1819,1879,5802,6711,5557,2575,2481,3212,1647,973,40.6,8987,19068,3778,56,5498,42,3175,77333.0,34151,29695,8619,4750,2013
Cupertino,59080,28587,30493,3337,5001,4630,4169,2029,5214,10747,10543,3501,2547,3766,2341,1255,40.0,3148,16868,105,133,37448,154,2297,129976.0,56352,51988,9392,2452,2013
Cutler,4169,2116,2053,411,462,629,463,204,652,532,347,142,66,121,118,22,23.3,4021,60,0,0,88,0,0,26019.0,3116,894,2513,1053,2013
Cuyama,55,25,30,12,6,5,0,6,7,6,4,0,0,5,4,0,21.8,35,20,0,0,0,0,0,28250.0,40,21,28,15,2013
Cypress,48358,23157,25201,2318,2619,3425,3861,3645,5466,5875,8858,3576,2284,3588,2202,641,40.6,8891,21113,1389,117,15154,92,3121,78364.0,41485,35589,10801,6859,2013
Daly City,102605,50438,52167,5575,5172,5100,5974,7870,16095,14748,14277,7636,6194,7635,4511,1818,38.6,23508,13628,2730,208,58842,416,5808,74436.0,87761,71862,25278,14283,2013
Dana Point,33652,16910,16742,1628,1582,1687,1492,1940,4284,4246,5488,3342,2096,3318,1556,993,44.9,4960,26691,226,140,1116,0,1016,80133.0,29137,25236,7893,4258,2013
Danville,42476,20318,22158,2368,3499,3713,3068,1100,2563,5104,8136,3526,2931,3626,1786,1056,44.7,2232,33189,439,96,5140,0,2691,136116.0,40862,39043,7286,1455,2013
Davenport,295,153,142,0,11,32,7,7,32,46,73,32,28,19,8,0,46.3,138,147,0,0,10,0,0,77500.0,201,153,48,94,2013
Davis,65770,32034,33736,2976,3515,2944,5483,17377,8209,6942,6913,3367,2531,2944,1591,978,25.5,8514,37491,1395,280,13999,227,7447,60114.0,60222,55798,9190,5202,2013
Delano,52792,30907,21885,4175,4570,3969,4490,4875,9317,8060,6011,2021,1849,1933,1012,510,29.2,38658,3756,2651,187,6898,118,1041,35122.0,31595,15895,17845,11950,2013
Delhi,9861,4920,4941,1035,997,797,816,662,1556,1261,1387,419,209,544,69,109,30.2,7595,1481,259,24,289,152,122,48053.0,8062,5663,3118,1791,2013
Del Mar,4207,2116,2091,82,221,219,63,44,614,492,663,494,340,603,308,64,49.8,494,3696,0,0,17,0,0,107457.0,3880,3639,971,327,2013
Del Rey,1298,652,646,123,92,127,81,111,204,145,193,51,21,80,60,10,28.6,1223,14,0,0,61,0,0,31219.0,1010,415,642,288,2013
Del Rey Oaks,1779,815,964,92,104,90,48,131,201,262,249,150,107,164,124,57,42.2,321,1212,5,0,145,4,184,85114.0,1595,1391,487,167,2013
Denair,4737,2113,2624,378,272,458,415,417,472,605,715,303,248,334,72,48,34.1,1596,2911,68,10,29,0,246,64028.0,3933,2999,1235,804,2013
Descanso,1244,631,613,70,106,98,25,57,73,123,212,36,132,243,55,14,48.0,122,1032,14,0,65,11,0,53611.0,988,709,493,256,2013
Desert Hot Springs,27096,13977,13119,2350,2345,2568,2155,1968,3719,3652,3275,1423,1081,1517,821,222,31.4,14709,8567,1591,442,644,122,1525,32473.0,18917,9394,11282,8153,2013
Diamond Bar,55950,27149,28801,2372,2454,3825,4469,3842,6958,7455,9488,4496,3976,4070,1715,830,40.9,11204,11378,2099,185,29652,227,2278,88422.0,48970,42115,10386,6881,2013
Diamond Springs,11639,5624,6015,361,703,795,705,651,1444,1455,1607,818,749,811,1019,521,41.2,1422,9578,84,300,115,0,280,50848.0,10242,8252,4078,1275,2013
Dinuba,22325,11840,10485,2586,1879,1852,1685,1791,4025,2526,2471,1038,829,786,624,233,28.4,19483,2326,5,19,380,4,216,39328.0,16252,7455,9833,5965,2013
Discovery Bay,13030,6799,6231,965,895,1001,602,433,1201,2134,2419,705,727,1261,499,188,41.0,1515,10172,352,0,522,0,938,111508.0,12219,11100,3068,788,2013
Dixon,18524,9015,9509,1306,1528,1657,1516,1134,2376,2534,2751,1206,918,1057,379,162,34.1,7451,9512,403,2,379,85,1364,72522.0,15950,12638,4772,2423,2013
Dobbins,260,211,49,0,0,0,0,0,0,15,0,64,80,101,0,0,62.3,93,167,0,0,0,0,0,34821.0,245,145,154,15,2013
Dorris,1034,515,519,181,84,51,49,33,244,54,116,66,63,42,24,27,29.7,307,635,0,36,12,0,88,29656.0,767,441,512,267,2013
Dos Palos,4998,2654,2344,334,440,469,478,384,602,513,561,390,261,280,201,85,32.1,3438,1480,55,0,0,0,50,33898.0,4028,2046,2468,944,2013
Douglas City,693,357,336,32,54,58,35,4,17,56,129,77,68,126,37,0,52.4,127,530,0,1,0,0,50,31012.0,600,288,413,93,2013
Downey,112334,55939,56395,7799,7499,8635,8898,9049,16363,17068,14328,6183,4900,6464,3423,1725,34.0,80115,19106,4225,97,7804,56,1804,60939.0,87262,63109,29853,24251,2013
Doyle,364,182,182,32,7,23,8,4,51,32,43,5,44,96,7,12,51.8,8,350,0,6,0,0,0,29766.0,312,217,188,52,2013
Duarte,21499,10172,11327,1292,1260,1356,1279,1277,2910,2773,2961,1621,1240,1826,1057,647,40.0,9470,6319,1345,27,3834,0,988,62250.0,17460,11618,7028,3747,2013
Dublin,47642,24234,23408,3526,3045,2838,2926,2650,7836,9328,7640,2491,1752,2462,917,231,36.1,6309,22229,3239,255,13281,213,4053,115236.0,40798,37895,5887,2530,2013
Ducor,503,250,253,35,64,47,35,56,50,67,69,27,26,23,4,0,26.0,419,69,0,0,0,0,30,29167.0,343,104,261,160,2013
Dunsmuir,1492,771,721,28,58,72,72,104,170,192,150,189,195,155,55,52,48.8,116,1248,24,13,13,7,142,36645.0,1161,645,681,305,2013
Durham,5617,2939,2678,176,361,674,330,427,428,673,907,362,293,553,197,236,41.5,489,4847,22,38,145,0,152,65033.0,4707,4180,1253,907,2013
Earlimart,7607,3700,3907,966,948,777,659,793,1044,921,640,354,195,203,87,20,22.0,7114,94,33,0,328,0,69,26208.0,5559,1713,4112,2043,2013
East Nicolaus,285,150,135,37,28,26,21,14,25,42,23,19,15,21,10,4,26.8,143,138,0,0,4,0,0,34554.0,249,127,154,36,2013
East Palo Alto,28597,13764,14833,2492,2457,2256,2692,2661,5107,3903,3262,1332,777,901,514,243,28.9,17458,2335,4350,4,991,2817,1142,50142.0,21714,13082,9768,6867,2013
East Rancho Dominguez,14183,7079,7104,1402,908,1137,1311,1483,2302,2052,1657,626,354,691,241,19,28.3,11423,145,2329,25,130,0,218,44727.0,9170,3763,5765,5001,2013
Eastvale,61689,30699,30990,5688,6266,4869,5073,3727,9257,11523,6975,2488,1967,2689,918,249,31.2,24423,14278,5363,193,15859,35,3029,107445.0,53041,45303,9682,8516,2013
